"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"sessioninfo","sessioninfo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.2",NA,"R (>= 2.10)","cli (>= 3.1.0), tools, utils",NA,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"setRNG","setRNG","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2022.4-1",NA,"R (>= 2.5.0)","stats",NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"sets","sets","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-21",NA,"R (>= 2.7.0)","graphics,grDevices,stats,utils",NA,"proxy",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"Seurat","Seurat","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.3.0",NA,"R (>= 4.0.0), methods","cluster, cowplot, fitdistrplus, future, future.apply, ggplot2
(>= 3.3.0), ggrepel, ggridges, graphics, grDevices, grid, httr,
ica, igraph, irlba, jsonlite, KernSmooth, leiden (>= 0.3.1),
lmtest, MASS, Matrix (>= 1.5-0), matrixStats, miniUI,
patchwork, pbapply, plotly (>= 4.9.0), png, progressr, RANN,
RColorBrewer, Rcpp (>= 1.0.7), RcppAnnoy (>= 0.0.18),
reticulate, rlang, ROCR, Rtsne, scales, scattermore (>= 0.7),
sctransform (>= 0.3.5), SeuratObject (>= 4.1.3), shiny,
spatstat.explore, spatstat.geom, stats, tibble, tools, utils,
uwot (>= 0.1.14)","Rcpp (>= 0.11.0), RcppEigen, RcppProgress","ape, rsvd, testthat, hdf5r, S4Vectors, SummarizedExperiment,
SingleCellExperiment, MAST, DESeq2, BiocGenerics,
GenomicRanges, GenomeInfoDb, IRanges, rtracklayer, Rfast2,
monocle, Biobase, VGAM, limma, metap, enrichR, mixtools,
ggrastr, data.table, R.utils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"SeuratObject","SeuratObject","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.1.3",NA,"R (>= 4.0.0), sp (>= 1.5.0)","future, future.apply, grDevices, grid, Matrix (>= 1.5.0),
methods, progressr, Rcpp (>= 1.0.5), rlang (>= 0.4.7), stats,
tools, utils","Rcpp, RcppEigen","ggplot2, rgeos, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"sf","sf","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0-9",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.1.0), stats, tools, units
(>= 0.7-0), utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pbapply,
pillar, pool, raster, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>= 2.0-1),
spatstat.geom, spatstat.random, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat, tibble (>=
1.4.1), tidyr (>= 1.2.0), tidyselect (>= 1.0.0), tmap (>= 2.0),
vctrs, wk",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"shape","shape","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4.6",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.2"
"shapes","shapes","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.6",NA,"R (>= 2.10)","minpack.lm, scatterplot3d, rgl, MASS",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"shiny","shiny","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.7.4",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"shinydashboard","shinydashboard","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.7.2",NA,"R (>= 3.0)","utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"shinyjs","shinyjs","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.0",NA,"R (>= 3.1.0)","digest (>= 0.6.8), jsonlite, shiny (>= 1.0.0)",NA,"htmltools (>= 0.2.9), knitr (>= 1.7), rmarkdown, shinyAce,
shinydisconnect, testthat (>= 0.9.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"ShortRead","ShortRead","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.56.1",NA,"BiocGenerics (>= 0.23.3), BiocParallel, Biostrings (>=
2.47.6), Rsamtools (>= 1.31.2), GenomicAlignments (>= 1.15.6)","Biobase, S4Vectors (>= 0.17.25), IRanges (>= 2.13.12),
GenomeInfoDb (>= 1.15.2), GenomicRanges (>= 1.31.8), hwriter,
methods, zlibbioc, lattice, latticeExtra,","S4Vectors, IRanges, XVector, Biostrings, Rhtslib, zlibbioc","BiocStyle, RUnit, biomaRt, GenomicFeatures, yeastNagalakshmi",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"signal","signal","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.7-7",NA,"R (>= 3.5.0)","MASS, graphics, grDevices, stats, utils",NA,"pracma","matlab","GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"SingleCellExperiment","SingleCellExperiment","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.20.0",NA,"SummarizedExperiment","methods, utils, stats, S4Vectors, BiocGenerics, GenomicRanges,
DelayedArray",NA,"testthat, BiocStyle, knitr, rmarkdown, Matrix, scRNAseq (>=
2.9.1), Rtsne",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"sitmo","sitmo","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.0.2",NA,"R (>= 3.2.0)","Rcpp (>= 0.12.13)","Rcpp","knitr, rmarkdown, ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"slam","slam","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1-50",NA,"R (>= 3.4.0)","stats",NA,NA,"Matrix, SparseM, spam","GPL-2",NA,NA,NA,NA,"yes","4.2.2"
"sn","sn","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.0",NA,"R (>= 3.0.0), methods, stats4","mnormt (>= 2.0.0), numDeriv, utils, quantreg",NA,"R.rsp",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.2"
"sna","sna","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.7",NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"snow","snow","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4-4",NA,"R (>= 2.13.1), utils",NA,NA,"rlecuyer","Rmpi","GPL",NA,NA,NA,NA,"no","4.2.2"
"snpStats","snpStats","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.48.0",NA,"R(>= 2.10.0), survival, Matrix, methods","graphics, grDevices, stats, utils, BiocGenerics, zlibbioc",NA,"hexbin",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"sommer","sommer","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.0.1",NA,"R (>= 3.5.0), Matrix (>= 1.1.1), methods, stats, MASS,
lattice, crayon","Rcpp (>= 0.12.19)","Rcpp, RcppArmadillo, RcppProgress","rmarkdown, knitr, plyr, parallel, orthopolynom, testthat (>=
3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"sourcetools","sourcetools","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.1.7",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"sp","sp","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6-0",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir, knitr, rmarkdown, sf",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"spam","spam","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.9-1",NA,"R (>= 3.5)","dotCall64, grid, methods",NA,"spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",NA,"LGPL-2 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"SparseM","SparseM","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"sparseMatrixStats","sparseMatrixStats","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.10.0",NA,"MatrixGenerics (>= 1.5.3)","Rcpp, Matrix, matrixStats (>= 0.60.0), methods","Rcpp","testthat (>= 2.1.0), knitr, bench, rmarkdown, BiocStyle",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"spatial","spatial","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","7.3-15","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"spatstat.data","spatstat.data","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-0",NA,"R (>= 3.5.0)","spatstat.utils (>= 3.0-0), Matrix",NA,"spatstat.geom, spatstat.random, spatstat.explore,
spatstat.model, spatstat.linnet",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.2"
"spatstat.explore","spatstat.explore","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-5",NA,"R (>= 3.5.0), spatstat.data (>= 3.0), spatstat.geom (>= 3.0),
spatstat.random (>= 3.0), stats, graphics, grDevices, utils,
methods, nlme","spatstat.utils (>= 3.0), spatstat.sparse (>= 3.0), goftest (>=
1.2-2), Matrix, abind",NA,"sm, maptools (>= 0.9-9), gsl, locfit, spatial, fftwtools (>=
0.9-8), spatstat.linnet (>= 3.0), spatstat.model (>= 3.0),
spatstat (>= 3.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"spatstat.geom","spatstat.geom","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-3",NA,"R (>= 3.5.0), spatstat.data (>= 3.0), stats, graphics,
grDevices, utils, methods","spatstat.utils (>= 3.0), deldir (>= 1.0-2), polyclip (>=
1.10-0)",NA,"spatstat.random, spatstat.explore, spatstat.model,
spatstat.linnet, maptools (>= 0.9-9), spatial, fftwtools (>=
0.9-8), spatstat (>= 2.0-0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"spatstat.random","spatstat.random","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-1",NA,"R (>= 3.5.0), spatstat.data (>= 2.2-0.003), spatstat.geom (>=
2.4-0.023), stats, utils, methods, grDevices","spatstat.utils (>= 2.3-1.003)",NA,"spatial, RandomFields (>= 3.1.24.1), RandomFieldsUtils (>=
0.3.3.1), spatstat.linnet (>= 2.0-0), spatstat.explore,
spatstat.model, spatstat (>= 2.3-3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"spatstat.sparse","spatstat.sparse","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-0",NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 3.0-0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"spatstat.utils","spatstat.utils","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.0-1",NA,"R (>= 3.3.0), stats, graphics, grDevices, utils, methods",NA,NA,"spatstat.model",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"spData","spData","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.2.1",NA,"R (>= 3.3.0)","sp",NA,"foreign, sf (>= 0.9-1), spDataLarge (>= 0.4.0), spdep,
spatialreg,",NA,"CC0",NA,NA,NA,NA,"no","4.2.2"
"spdep","spdep","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2-7",NA,"R (>= 3.3.0), methods, sp (>= 1.0), spData (>= 0.2.6.0), sf","stats, deldir, boot (>= 1.3-1), graphics, utils, grDevices,
units, s2, e1071",NA,"spatialreg (>= 1.2-1), Matrix, parallel, dbscan,
RColorBrewer, lattice, xtable, foreign, igraph, RSpectra,
knitr, classInt, tmap, spam, ggplot2, rmarkdown, tinytest,
rgeoda",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"SpiecEasi","SpiecEasi","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1.2",NA,"R (>= 3.6.0),","stats, methods, graphics, grDevices, huge (>= 1.3.2), pulsar
(>= 0.3.4), MASS, VGAM, Matrix, glmnet","Rcpp, RcppArmadillo","parallel, boot, phyloseq, igraph, batchtools, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"splancs","splancs","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.01-43",NA,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"splines","splines","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"statmod","statmod","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5.0",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"statnet.common","statnet.common","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.7.0",NA,"R (>= 3.5)","utils, methods, coda, parallel, tools",NA,"covr",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"stats","stats","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"stats4","stats4","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.2.2",NA,NA,NA,NA,NA,"4.2.2"
"stinepack","stinepack","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.4",NA,NA,"stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"stringi","stringi","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.7.12",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.2.2"
"stringr","stringr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5.0",NA,"R (>= 3.3)","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"SummarizedExperiment","SummarizedExperiment","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.28.0",NA,"R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.41.5), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.33.7), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), DelayedArray (>= 0.15.10)",NA,"HDF5Array (>= 1.7.5), annotate, AnnotationDbi, hgu95av2.db,
GenomicFeatures, TxDb.Hsapiens.UCSC.hg19.knownGene, jsonlite,
rhdf5, airway (>= 1.15.1), BiocStyle, knitr, rmarkdown, RUnit,
testthat, digest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"survival","survival","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.5-0","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"sva","sva","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.46.0",NA,"R (>= 3.2), mgcv, genefilter, BiocParallel","matrixStats, stats, graphics, utils, limma, edgeR",NA,"pamr, bladderbatch, BiocStyle, zebrafishRNASeq, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.2.2"
"svglite","svglite","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.1.1",NA,"R (>= 3.0.0)","systemfonts (>= 1.0.0)","cpp11, systemfonts","covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat, xml2 (>= 1.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"sys","sys","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.4.1",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"systemfonts","systemfonts","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.0.4",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"tcltk","tcltk","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,"utils",NA,NA,NA,"Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"tensor","tensor","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.2.2"
"tensorA","tensorA","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.36.2",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.2"
"terra","terra","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.6-53",NA,"R (>= 3.5.0)","methods, Rcpp","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML,
leaflet",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.2"
"testthat","testthat","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.1.6",NA,"R (>= 3.1)","brio, callr (>= 3.5.1), cli (>= 3.4.0), desc, digest, ellipsis
(>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr, methods,
pkgload, praise, processx, ps (>= 1.3.4), R6 (>= 2.2.0), rlang
(>= 1.0.1), utils, waldo (>= 0.4.0), withr (>= 2.4.3)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"textshaping","textshaping","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.3.6",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"TFisher","TFisher","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.0",NA,NA,"stats, sn, mvtnorm, Matrix",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.2"
"TH.data","TH.data","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.1-1",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"dplyr, gdata, plyr, trtf, tram, rms, coin, ATR, multcomp,
gridExtra, vcd, colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.2"
"tibble","tibble","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","3.1.8",NA,"R (>= 3.1.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.7.0), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.3.8)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"tidygraph","tidygraph","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.2",NA,NA,"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
tools, stats, tidyr, pillar, cli","cpp11","network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"tidyr","tidyr","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.1",NA,"R (>= 3.1)","dplyr (>= 1.0.0), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.7)","cpp11 (>= 0.4.0)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"tidyselect","tidyselect","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.2.0",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.4.1), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"tidytree","tidytree","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.4.2",NA,"R (>= 3.4.0)","ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, tidyr,
tidyselect, yulab.utils (>= 0.0.4), pillar, cli",NA,"knitr, rmarkdown, prettydoc, testthat, utils",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
"tidyverse","tidyverse","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.3.2",NA,"R (>= 3.3)","broom (>= 0.7.10), cli (>= 3.1.0), crayon (>= 1.4.2), dbplyr
(>= 2.1.1), dplyr (>= 1.0.7), dtplyr (>= 1.2.0), forcats (>=
0.5.1), ggplot2 (>= 3.3.5), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.0), haven (>= 2.4.3), hms (>= 1.1.1),
httr (>= 1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.8.0),
magrittr (>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.4),
purrr (>= 0.3.4), readr (>= 2.1.1), readxl (>= 1.3.1), reprex
(>= 2.0.1), rlang (>= 0.4.12), rstudioapi (>= 0.13), rvest (>=
1.0.2), stringr (>= 1.4.0), tibble (>= 3.1.6), tidyr (>=
1.1.4), xml2 (>= 1.3.3)",NA,"covr, feather, glue, knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"timechange","timechange","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.2.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.2"
"tinytex","tinytex","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","0.43",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.2"
"tools","tools","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","4.2.2","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun, mathjaxr",NA,"Part of R 4.2.2",NA,NA,NA,NA,"yes","4.2.2"
"topGO","topGO","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","2.50.0",NA,"R (>= 2.10.0), methods, BiocGenerics (>= 0.13.6), graph (>=
1.14.0), Biobase (>= 2.0.0), GO.db (>= 2.3.0), AnnotationDbi
(>= 1.7.19), SparseM (>= 0.73)","lattice, matrixStats, DBI",NA,"ALL, hgu95av2.db, hgu133a.db, genefilter, xtable, multtest,
Rgraphviz, globaltest",NA,"LGPL",NA,NA,NA,NA,"no","4.2.2"
"treeio","treeio","/home/apps/software/R/4.2.2-IGB-gcc-8.2.0/lib64/R/library","1.22.0",NA,"R (>= 3.6.0)","ape, dplyr, jsonlite, magrittr, methods, rlang, tibble,
tidytree (>= 0.3.9), utils",NA,"Biostrings, ggplot2, ggtree, igraph, knitr, rmarkdown,
phangorn, prettydoc, testthat, tidyr, vroom, xml2, yaml, purrr",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.2.2"
